2025-04-14 16:20:28,2.4,7.00
2025-04-14 16:20:47,7.41,7.00
2025-04-14 16:59:00,4.47,7.00
2025-04-14 16:59:04,2.85,7.00
2025-04-14 17:01:54,3.50,7.00
2025-04-14 17:04:44,8.56,7.00
2025-04-14 17:04:50,2.57,7.00
2025-04-14 17:04:56,3.67,7.00
2025-04-14 17:05:02,2.76,7.00
2025-04-14 17:17:19,5.7,7.00
2025-04-14 17:17:25,3.70,7.00
2025-04-14 17:17:31,2.46,7.00
2025-04-14 17:17:37,2.64,7.00
2025-04-14 17:17:44,3.5,7.00
2025-04-14 17:17:50,2.44,6.00
2025-04-14 17:17:56,2.79,6.00
2025-04-14 17:18:02,2.99,6.00
2025-04-14 17:18:08,8.50,6.00
2025-04-14 17:21:16,1.86
2025-04-14 17:21:22,2.51
2025-04-14 17:21:27,2.5
2025-04-14 17:21:33,3.5
2025-04-14 17:21:39,2.20
2025-04-14 17:21:44,6.36
2025-04-14 17:21:50,3.89
2025-04-14 17:21:55,3.18
2025-04-14 17:22:01,10.39
2025-04-14 17:22:06,4.28
2025-04-14 17:22:12,3.37
2025-04-14 17:22:17,4.51
2025-04-14 17:22:23,3.63
2025-04-14 17:22:29,3.76
2025-04-14 17:22:34,7.23
2025-04-14 17:22:40,10.83
2025-04-14 17:22:45,5.93
2025-04-14 17:22:51,6.55
2025-04-14 17:22:56,7.78
2025-04-14 17:23:02,8.69
2025-04-14 17:23:07,12.41
2025-04-14 17:23:13,9.64
2025-04-14 17:23:19,17.28
2025-04-14 17:23:24,8.13
2025-04-14 17:23:30,5.63
2025-04-14 17:23:35,4.80
2025-04-14 17:23:41,9.6
2025-04-14 17:23:46,6.54
2025-04-14 17:29:01,2.43,7.00
2025-04-14 17:29:07,1.72,7.00
2025-04-14 17:29:13,2.74,7.00
2025-04-14 17:29:19,8.24,7.00
2025-04-14 17:29:25,7.14,7.00
2025-04-14 17:29:31,4.79,6.00
2025-04-14 17:29:37,3.0,7.00
2025-04-14 17:29:43,7.79,7.00
2025-04-14 17:29:49,3.11,6.00
2025-04-14 17:29:56,6.85,6.00
2025-04-14 17:30:02,3.81,7.00
2025-04-14 17:30:08,9.76,6.00
2025-04-14 17:30:14,6.2,7.00
2025-04-14 17:30:20,5.37,6.00
2025-04-14 17:30:26,2.32,7.00
2025-04-14 17:32:27,2.12,6.00
2025-04-14 17:32:33,3.19,6.00
2025-04-14 17:32:39,5.64,6.00
2025-04-14 17:32:46,2.65,6.00
2025-04-14 17:32:52,2.11,7.00
2025-04-14 17:32:58,2.62,6.00
2025-04-14 17:33:04,5.4,7.00
2025-04-14 17:33:11,2.31,7.00
2025-04-14 17:33:17,2.86,7.00
2025-04-14 17:33:23,2.11,7.00
2025-04-14 17:33:33,2.98
2025-04-14 17:33:39,3.9
2025-04-14 17:33:44,6.61
2025-04-14 17:33:50,6.9
2025-04-14 17:33:56,3.30
2025-04-14 17:34:01,4.7
2025-04-14 17:34:07,4.47
2025-04-14 17:34:12,2.77
2025-04-14 17:34:18,2.71
2025-04-14 17:36:54,1.69
2025-04-14 17:37:00,4.2
2025-04-14 17:37:12,2.62,6.00
2025-04-14 17:37:18,3.53,6.00
2025-04-14 17:37:24,16.82,7.00
2025-04-14 17:37:30,1.96,7.00
2025-04-14 17:37:36,1.79,7.00
2025-04-14 17:37:43,1.77,7.00
2025-04-14 17:37:49,2.88,7.00
2025-04-14 17:37:55,4.20,7.00
2025-04-14 17:38:01,2.33,7.00
2025-04-14 17:38:07,5.78,6.00
2025-04-14 17:38:13,5.75,7.00
2025-04-14 17:38:19,2.47,7.00
2025-04-14 17:38:25,1.98,7.00
2025-04-14 17:38:31,1.76,7.00
2025-04-14 17:38:40,1.95,7.00
2025-04-14 17:38:43,5.83,7.00
2025-04-14 17:38:46,3.23,7.00
2025-04-14 17:38:50,1.72,7.00
2025-04-14 17:38:53,3.36,7.00
2025-04-14 17:38:56,2.43,7.00
2025-04-14 17:38:59,2.41,7.00
2025-04-14 17:39:02,2.7,7.00
2025-04-14 17:39:05,4.18,6.00
2025-04-14 17:39:08,1.90,7.00
2025-04-14 17:39:11,3.76,6.00
2025-04-14 17:39:15,5.11,6.00
2025-04-14 17:39:18,6.68,6.00
2025-04-14 17:39:21,2.95,6.00
2025-04-14 17:39:24,3.29,6.00
